time,on/off
141.40911412239075,0
141.91023778915405,1
142.4113643169403,0
142.91250228881836,1
143.41374588012695,0
143.91488814353943,1
144.41601991653442,0
144.91714334487915,1
145.41826105117798,0
145.9193890094757,1
146.4205174446106,0
146.9216344356537,1
147.42276453971863,0
147.92389917373657,1
148.42505741119385,0
148.92627143859863,1
149.42742109298706,0
149.92855644226074,1
150.42968106269836,0
150.9307997226715,1
151.43193793296814,0
151.93311738967896,1
152.43421745300293,0
152.9353678226471,1
153.43649864196777,0
153.93761777877808,1
154.43873071670532,0
154.93987727165222,1
155.44098472595215,0
155.9421193599701,1
156.44325590133667,0
156.94444608688354,1
157.445574760437,0
157.94672012329102,1
158.44784307479858,0
158.94897651672363,1
159.45011806488037,0
159.951247215271,1
160.45244240760803,0
160.95359444618225,1
161.4548008441925,0
161.95592975616455,1
162.4570562839508,0
162.95816946029663,1
163.45930743217468,0
163.96044421195984,1
164.46155905723572,0
164.9626841545105,1
165.46379828453064,0
165.96492552757263,1
166.4660608768463,0
166.9672040939331,1
167.46833300590515,0
167.96946239471436,1
168.47060346603394,0
168.97176909446716,1
169.47290658950806,0
169.97402787208557,1
170.4751582145691,0
170.97629976272583,1
171.47742438316345,0
171.97855830192566,1
172.4796838760376,0
172.98081731796265,1
173.48193550109863,0
173.98307466506958,1
174.484206199646,0
174.9853057861328,1
175.48642659187317,0
175.98756194114685,1
176.48868560791016,0
176.9898223876953,1
177.49098944664001,0
177.99213194847107,1
178.49328565597534,0
178.99450397491455,1
179.49562430381775,0
179.99675941467285,1
180.49788689613342,0
180.9990062713623,1
181.50012612342834,0
182.00124526023865,1
182.5023491382599,0
183.00347876548767,1
183.50470113754272,0
184.0058298110962,1
184.50695872306824,0
185.00809264183044,1
185.50921416282654,0
186.01040482521057,1
186.51154685020447,0
187.0126645565033,1
187.5137972831726,0
188.01495718955994,1
188.51608538627625,0
189.01722478866577,1
189.51836967468262,0
190.01949405670166,1
190.5206425189972,0
191.02178525924683,1
191.5229012966156,0
192.02402234077454,1
192.52517437934875,0
193.0262794494629,1
193.5274212360382,0
194.02856302261353,1
194.52972221374512,0
195.03086018562317,1
195.53199577331543,0
196.0331072807312,1
196.53423261642456,0
197.0353708267212,1
197.53648591041565,0
198.03763484954834,1
198.53877091407776,0
199.0398862361908,1
199.54102158546448,0
200.04216527938843,1
200.54329133033752,0
201.04450392723083,1
201.54562377929688,0
202.0467872619629,1
202.54790353775024,0
203.04908919334412,1
203.55019688606262,0
204.05133748054504,1
204.55246686935425,0
205.05358147621155,1
205.55478978157043,0
206.05593085289001,1
206.55703449249268,0
207.0581772327423,1
207.559312582016,0
208.0604362487793,1
208.56160235404968,0
209.0627315044403,1
209.56384706497192,0
210.06499123573303,1
210.5661141872406,0
211.0672309398651,1
211.56836485862732,0
212.06950545310974,1
212.5706171989441,0
213.07174491882324,1
213.57287216186523,0
214.0739619731903,1
214.5750753879547,0
215.07619309425354,1
215.57730507850647,0
216.07845306396484,1
216.57959079742432,0
217.08070516586304,1
217.58183908462524,0
218.08297491073608,1
218.58407402038574,0
219.08521056175232,1
219.5863320827484,0
220.08745074272156,1
220.5886034965515,0
221.08973693847656,1
221.59084820747375,0
222.09197235107422,1
222.59309887886047,0
223.0942075252533,1
223.59536838531494,0
224.09649443626404,1
224.59760880470276,0
225.09874653816223,1
225.5998833179474,0
226.1009979248047,1
226.602112531662,0
227.10323762893677,1
227.604412317276,0
228.10554575920105,1
228.60668087005615,0
229.1078028678894,1
229.60892367362976,0
230.11005425453186,1
230.6111762523651,0
231.1123285293579,1
231.61347079277039,0
232.1146900653839,1
232.61581754684448,0
233.11694407463074,1
233.61806297302246,0
234.11920619010925,1
234.62034130096436,0
235.12147283554077,1
235.6225950717926,0
236.12375283241272,1
236.624858379364,0
237.1259903907776,1
237.62712979316711,0
238.1282651424408,1
238.62942743301392,0
239.13056206703186,1
239.63168358802795,0
240.13281679153442,1
240.63395500183105,0
241.13508224487305,1
241.63620042800903,0
242.1373381614685,1
242.63844776153564,0
243.1395823955536,1
243.64072155952454,0
244.14183926582336,1
244.64298367500305,0
245.14413237571716,1
245.64524292945862,0
246.14638710021973,1
246.64752864837646,0
247.14864301681519,1
247.64977073669434,0
248.15090584754944,1
248.65202593803406,0
249.15316033363342,1
249.6543641090393,0
250.15547513961792,1
250.65660858154297,0
251.1577501296997,1
251.65887451171875,0
252.15999460220337,1
252.66113567352295,0
253.16226768493652,1
253.66340351104736,0
254.16461300849915,1
254.6657440662384,0
255.16689562797546,1
255.66801953315735,0
256.1691355705261,1
256.67025661468506,0
257.171422958374,1
257.672532081604,0
258.17367482185364,1
258.67489409446716,0
259.17601442337036,1
259.67713832855225,0
260.1782765388489,1
260.67938137054443,0
261.1805200576782,1
261.6816556453705,0
262.18277049064636,1
262.6838881969452,0
263.1850383281708,1
263.6861424446106,0
264.1872766017914,1
264.6884069442749,0
265.1895272731781,1
265.6906569004059,0
266.19179940223694,1
266.6929099559784,0
267.1940486431122,1
267.6951811313629,0
268.19628739356995,1
268.69742608070374,0
269.1985602378845,1
269.69967770576477,0
270.2008202075958,1
270.70193576812744,0
271.2030620574951,1
271.70384907722473,0
272.20497488975525,1
272.7060787677765,0
273.20720195770264,1
273.7083258628845,0
274.20943212509155,1
274.7105641365051,0
275.2117033004761,1
275.71281266212463,0
276.2139210700989,1
276.71507120132446,0
277.21618270874023,1
277.7173113822937,0
278.21844840049744,1
278.71956753730774,0
279.22069692611694,1
279.72183871269226,0
280.22298979759216,1
280.72414445877075,0
281.2252867221832,1
281.7264132499695,0
282.22756457328796,1
282.728702545166,0
283.2298264503479,1
283.7309744358063,0
284.2321183681488,1
284.73322319984436,0
285.2344379425049,1
285.7355606555939,0
286.23668694496155,1
286.73779821395874,0
287.2389283180237,1
287.7400450706482,0
288.2411894798279,1
288.7423360347748,0
289.2434639930725,1
289.7446484565735,0
290.2457854747772,1
290.74689841270447,0
291.248024225235,1
291.7491617202759,0
292.250287771225,1
292.75140500068665,0
293.2525131702423,1
293.75364351272583,0
294.25484108924866,1
294.75594782829285,0
295.2570562362671,1
295.75816202163696,0
296.2592830657959,1
296.76041316986084,0
297.2615246772766,1
297.76264357566833,0
298.2637586593628,1
298.7648994922638,0
299.26602482795715,1
299.7671391963959,0
300.2682545185089,1
300.76936769485474,0
301.27047514915466,1
301.7715938091278,0
302.2727565765381,1
302.773864030838,0
303.27496886253357,1
303.7760651111603,0
304.27717757225037,1
304.7782928943634,0
305.27941370010376,1
305.7805247306824,0
306.2816414833069,1
306.7827534675598,0
307.28384590148926,1
307.78495717048645,0
308.2860691547394,1
308.78718066215515,0
309.2882912158966,1
309.789395570755,0
310.290509223938,1
310.7916169166565,0
311.29272079467773,1
311.7938256263733,0
312.294953584671,1
312.7960534095764,0
313.2971706390381,1
313.79827857017517,0
314.29939579963684,1
314.8005168437958,0
315.3016529083252,1
315.80277967453003,0
316.3038203716278,1
316.8049702644348,0
317.3060986995697,1
317.8072226047516,0
318.30836033821106,1
318.80950021743774,0
319.31062746047974,1
319.8117787837982,0
320.3129119873047,1
320.8140275478363,0
321.3151659965515,1
321.81630396842957,0
322.3174304962158,1
322.81856060028076,0
323.31969380378723,1
323.82080912590027,0
324.321946144104,1
324.82308554649353,0
325.3242256641388,1
325.82537293434143,0
326.32649779319763,1
326.8276369571686,0
327.32876539230347,1
327.8299024105072,0
328.33103346824646,1
328.8321645259857,0
329.3333034515381,1
329.83448100090027,0
330.33561158180237,1
330.8367557525635,0
331.3378794193268,1
331.8390049934387,0
332.3401482105255,1
332.8412618637085,0
333.34241557121277,1
333.84355998039246,0
334.3447620868683,1
334.84589099884033,0
335.3470199108124,1
335.84814977645874,0
336.3492851257324,1
336.8504116535187,0
337.351535320282,1
337.85266399383545,0
338.353807926178,1
338.85494089126587,0
339.3560733795166,1
339.8572120666504,0
340.3583564758301,1
340.8594846725464,0
341.36061549186707,1
341.861732006073,0
342.36289262771606,1
342.86381316185,0
343.36493945121765,1
343.8660967350006,0
344.36721682548523,1
344.8683440685272,0
345.3694713115692,1
345.87061047554016,0
346.3717555999756,1
346.87290120124817,0
347.37405943870544,1
347.875191450119,0
348.3763289451599,1
348.8774678707123,0
349.37859773635864,1
349.8797273635864,0
350.380868434906,1
350.8819971084595,0
351.38314723968506,1
351.8843529224396,0
352.3854727745056,1
352.88659620285034,0
353.38855266571045,1
353.8896689414978,0
354.3908109664917,1
354.8919529914856,0
355.3930826187134,1
355.89382123947144,0
356.3949885368347,1
356.8961229324341,0
357.39727687835693,1
357.89841890335083,0
358.3995463848114,1
358.9006841182709,0
359.4018235206604,1
359.90296816825867,0
360.40410923957825,1
360.9052333831787,0
361.40637278556824,1
361.9075140953064,0
362.4086527824402,1
362.90977668762207,0
363.41090154647827,1
363.9120342731476,0
364.4131803512573,1
364.91440200805664,0
365.4155306816101,1
365.91664457321167,0
366.4177691936493,1
366.91888976097107,0
367.4200098514557,1
367.9211459159851,0
368.4222893714905,1
368.9234185218811,0
369.4246382713318,1
369.92577838897705,0
370.4269001483917,1
370.9280278682709,0
371.4291560649872,1
371.9302682876587,0
372.4313950538635,1
372.9325280189514,0
373.4336688518524,1
373.9348564147949,0
374.43599104881287,1
374.93713450431824,0
375.4382882118225,1
375.9394323825836,0
376.4405653476715,1
376.941694021225,0
377.442843914032,1
377.94395995140076,0
378.44509983062744,1
378.9462330341339,0
379.44737339019775,1
379.9484968185425,0
380.4496428966522,1
380.95076608657837,0
381.4518995285034,1
381.9530465602875,0
382.45416021347046,1
382.95531010627747,0
383.4564645290375,1
383.9575791358948,0
384.458713054657,1
384.95984983444214,0
385.46096658706665,1
385.962096452713,0
386.4632406234741,1
386.96444439888,0
387.46557116508484,1
387.96670842170715,0
388.46784114837646,1
388.96897768974304,0
389.47013235092163,1
389.9712610244751,0
390.47240447998047,1
390.9735610485077,0
391.47475814819336,1
391.97590470314026,0
392.47703433036804,1
392.9781484603882,0
393.4792790412903,1
393.98042392730713,0
394.4815583229065,1
394.9826920032501,0
395.4838364124298,1
395.98495650291443,0
396.486088514328,1
396.98723793029785,0
397.4883756637573,1
397.9895107746124,0
398.4906527996063,1
398.99178433418274,0
399.49290704727173,1
399.9938225746155,0
400.49497389793396,1
400.9961111545563,0
401.49726033210754,1
401.9983904361725,0
402.49954104423523,1
403.00073981285095,0
403.5018718242645,1
404.00299191474915,0
404.50381731987,1
405.00492668151855,0
405.50606393814087,1
406.0071976184845,0
406.5083384513855,1
407.0094783306122,0
407.51063346862793,1
408.0117416381836,0
408.5128695964813,1
409.013813495636,0
409.51494431495667,1
410.0160765647888,0
410.51720428466797,1
411.01832723617554,0
411.5194432735443,1
412.02057337760925,0
412.52170991897583,1
413.02285861968994,0
413.52400493621826,1
414.02511048316956,0
414.52623414993286,1
415.0273914337158,0
415.5285179615021,1
416.02966594696045,0
416.53080129623413,1
417.03191900253296,0
417.5330665111542,1
418.0338022708893,0
418.5349442958832,1
419.0360815525055,0
419.53723788261414,1
420.03836131095886,0
420.53952264785767,1
421.04066467285156,0
421.5417914390564,1
422.042937040329,0
422.5438132286072,1
423.04495453834534,0
423.5461015701294,1
424.04723262786865,0
424.54835748672485,1
425.04949045181274,0
425.5506360530853,1
426.05176186561584,0
426.55288338661194,1
427.0537917613983,0
427.55493664741516,1
428.0560691356659,0
428.5572233200073,1
429.0583493709564,0
429.55948972702026,1
430.0606346130371,0
430.56175684928894,1
431.06289196014404,0
431.563814163208,1
432.06494522094727,0
432.56608033180237,1
433.06721663475037,0
433.5683488845825,1
434.0694782733917,0
434.57061886787415,1
435.07176184654236,0
435.5729150772095,1
436.07404017448425,0
436.57517886161804,1
437.07630729675293,0
437.57745480537415,1
438.0785882472992,0
438.57972526550293,1
439.08086943626404,0
439.58201479911804,1
440.083149433136,0
440.58436822891235,1
441.0854890346527,0
441.5866219997406,1
442.0877664089203,0
442.58891105651855,1
443.09005522727966,0
443.5911958217621,1
444.0923194885254,0
444.59345746040344,1
445.09468817710876,0
445.5958216190338,1
446.09695315361023,0
446.5981047153473,1
447.09924817085266,0
447.60037755966187,1
448.1015148162842,0
448.6028525829315,1
449.10401940345764,0
449.60516476631165,1
450.1063160896301,0
450.60744428634644,1
451.1085669994354,0
451.60972237586975,1
452.1108617782593,0
452.61198806762695,1
453.1131465435028,0
453.614360332489,1
454.1154863834381,0
454.61663818359375,1
455.1177775859833,0
455.61890149116516,1
456.12002420425415,0
456.62116718292236,1
457.12229681015015,0
457.62343645095825,1
458.12466406822205,0
458.6258020401001,1
459.1269323825836,0
459.6280789375305,1
460.129221200943,0
460.6303644180298,1
461.13151574134827,0
461.63265657424927,1
462.13380098342896,0
462.6349437236786,1
463.1360754966736,0
463.63722109794617,1
464.13836908340454,0
464.6395170688629,1
465.1406672000885,0
465.64180731773376,1
466.14293098449707,0
466.6438019275665,1
467.144935131073,0
467.64605927467346,1
468.14720606803894,0
468.6483688354492,1
469.14949917793274,0
469.65063309669495,1
470.15177273750305,0
470.65290784835815,1
471.15382051467896,0
471.65495204925537,1
472.1560711860657,0
472.65720987319946,1
473.1583411693573,0
473.6594731807709,1
474.16060161590576,0
474.6617343425751,1
475.16285395622253,0
475.6638147830963,1
476.1649422645569,0
476.6660680770874,1
477.1671941280365,0
477.6683180332184,1
478.1694128513336,0
478.6705482006073,1
479.17168736457825,0
479.67281675338745,1
480.17381978034973,0
480.6749620437622,1
481.1760764122009,0
481.6772074699402,1
482.1783468723297,0
482.6794741153717,1
483.1806116104126,0
483.6817579269409,1
484.18287324905396,0
484.6838059425354,1
485.1849412918091,0
485.6860671043396,1
486.18721103668213,0
486.68834042549133,1
487.18947315216064,0
487.6906113624573,1
488.19174361228943,0
488.6928791999817,1
489.19401717185974,0
489.69516921043396,1
490.19628620147705,0
490.69742918014526,1
491.1985671520233,0
491.6996901035309,1
492.2008340358734,0
492.70195865631104,1
493.20307207107544,0
493.70421600341797,1
494.20536255836487,0
494.70650839805603,1
495.20764803886414,0
495.70878314971924,1
496.20991945266724,0
496.7110502719879,1
497.21218752861023,0
497.7133288383484,1
498.2145435810089,0
498.7156734466553,1
499.2168023586273,0
499.71792554855347,1
500.21905851364136,0
500.72020268440247,1
501.2213499546051,0
501.7224831581116,1
502.2236201763153,0
502.72482347488403,1
503.2260015010834,0
503.72714042663574,1
504.2282621860504,0
504.72937870025635,1
505.2304883003235,0
505.7316222190857,1
506.2327527999878,0
506.7338044643402,1
507.23495221138,0
507.736070394516,1
508.23719549179077,0
508.7383499145508,1
509.2394914627075,0
509.7406213283539,1
510.24175000190735,0
510.7428894042969,1
511.2438111305237,0
511.74494433403015,1
512.2460784912109,0
512.7472133636475,1
513.2483425140381,0
513.7494807243347,1
514.2506065368652,0
514.7517433166504,1
515.2528710365295,0
515.7539978027344,1
516.2551245689392,0
516.756269454956,1
517.257387638092,0
517.7585246562958,1
518.2596671581268,0
518.7607972621918,1
519.2619364261627,0
519.7630724906921,1
520.26420545578,0
520.7653579711914,1
521.2664947509766,0
521.76762342453,1
522.2687473297119,0
522.7698755264282,1
523.2709875106812,0
523.7721254825592,1
524.2732682228088,0
524.7744846343994,1
525.275634765625,0
525.7767701148987,1
526.277890920639,0
526.7790303230286,1
527.2801604270935,0
527.7812917232513,1
528.2824203968048,0
528.7835664749146,1
529.284768819809,0
529.7858991622925,1
530.2870237827301,0
530.7881510257721,1
531.289276599884,0
531.7903952598572,1
532.2915148735046,0
532.7926635742188,1
533.2938208580017,0
533.7949612140656,1
534.2960925102234,0
534.7972233295441,1
535.2983527183533,0
535.7994804382324,1
536.300609588623,0
536.8017492294312,1
537.3028767108917,0
537.8038101196289,1
538.3049311637878,0
538.8060736656189,1
539.3072099685669,0
539.8083388805389,1
540.3094704151154,0
540.8106169700623,1
541.3117401599884,0
541.8128764629364,1
542.3140149116516,0
542.8151526451111,1
543.3162815570831,0
543.8174028396606,1
544.3185074329376,0
544.8196578025818,1
545.3207876682281,0
545.8219187259674,1
546.3230736255646,0
546.8242163658142,1
547.3253364562988,0
547.8264660835266,1
548.3276033401489,0
548.8287308216095,1
549.32985663414,0
549.8310024738312,1
550.332129240036,0
550.8332753181458,1
551.3345034122467,0
551.8356313705444,1
552.3367555141449,0
552.8378903865814,1
553.3390204906464,0
553.8401799201965,1
554.3413388729095,0
554.8424890041351,1
555.343626499176,0
555.8448355197906,1
556.3459503650665,0
556.847083568573,1
557.3482112884521,0
557.8493483066559,1
558.3504860401154,0
558.851616859436,1
559.3527276515961,0
559.8538036346436,1
560.3549466133118,0
560.8560743331909,1
561.3572189807892,0
561.8583550453186,1
562.3594675064087,0
562.8606033325195,1
563.361743927002,0
563.8628826141357,1
564.3638246059418,0
564.8649656772614,1
565.3660743236542,0
565.8672041893005,1
566.3683381080627,0
566.8694682121277,1
567.3706080913544,0
567.8717358112335,1
568.3728704452515,0
568.8740179538727,1
569.3751504421234,0
569.8762781620026,1
570.3774213790894,0
570.8785715103149,1
571.3797016143799,0
571.8808369636536,1
572.3819785118103,0
572.8831176757812,1
573.3842494487762,0
573.8853924274445,1
574.3865058422089,0
574.8876352310181,1
575.3887672424316,0
575.8898928165436,1
576.3910226821899,0
576.8921694755554,1
577.393285036087,0
577.8944964408875,1
578.3956325054169,0
578.89675116539,1
579.3978893756866,0
579.8990552425385,1
580.4001839160919,0
580.9013047218323,1
581.4024293422699,0
581.9035511016846,1
582.4047358036041,0
582.9058809280396,1
583.4070003032684,0
583.9081280231476,1
584.4092597961426,0
584.9104070663452,1
585.411539554596,0
585.9126796722412,1
586.4137849807739,0
586.9149053096771,1
587.4160466194153,0
587.9171743392944,1
588.4183003902435,0
588.919438123703,1
589.4205644130707,0
589.9216969013214,1
590.4228193759918,0
590.9238028526306,1
591.4249382019043,0
591.9260919094086,1
592.4272084236145,0
592.9283380508423,1
593.4294848442078,0
593.9306063652039,1
594.4317381381989,0
594.932888507843,1
595.4337902069092,0
595.9349248409271,1
596.4360659122467,0
596.9372048377991,1
597.4383437633514,0
597.9394948482513,1
598.4406130313873,0
598.9417674541473,1
599.442910194397,0
599.9440333843231,1
600.4451670646667,0
600.9463124275208,1
601.447452545166,0
601.94859623909,1
602.4497323036194,0
602.9508628845215,1
603.4519865512848,0
603.9531285762787,1
604.4538071155548,0
604.9549524784088,1
605.4560949802399,0
605.9572203159332,1
606.4584081172943,0
606.959545135498,1
607.4606659412384,0
607.9617908000946,1
608.4629518985748,0
608.9640769958496,1
609.4652080535889,0
609.966349363327,1
610.4674751758575,0
610.9686026573181,1
611.469733953476,0
611.9708659648895,1
612.4720013141632,0
612.9731431007385,1
613.4738130569458,0
613.9749712944031,1
614.4761030673981,0
614.9772334098816,1
615.4783759117126,0
615.979504108429,1
616.4806206226349,0
616.9817571640015,1
617.4828860759735,0
617.9838147163391,1
618.4849469661713,0
618.9860708713531,1
619.4871776103973,0
619.9883008003235,1
620.4894313812256,0
620.9905610084534,1
621.491682767868,0
621.9928064346313,1
622.4939117431641,0
622.9950454235077,1
623.4961619377136,0
623.9972949028015,1
624.4984266757965,0
624.9995634555817,1
625.5006973743439,0
626.0018229484558,1
626.5029542446136,0
627.0040864944458,1
627.5052161216736,0
628.0063343048096,1
628.5074560642242,0
629.0085935592651,1
629.5097308158875,0
630.0108547210693,1
630.5119771957397,0
631.0131204128265,1
631.514240026474,0
632.0153775215149,1
632.5164999961853,0
633.0176320075989,1
633.5187654495239,0
634.0199201107025,1
634.5210363864899,0
635.0221631526947,1
635.5232944488525,0
636.0245046615601,1
636.525630235672,0
637.0267624855042,1
637.5278730392456,0
638.0289995670319,1
638.5301249027252,0
639.0312557220459,1
639.5323894023895,0
640.033533334732,1
640.5347418785095,0
641.035858631134,1
641.5369765758514,0
642.0381000041962,1
642.5392460823059,0
643.0403716564178,1
643.5414941310883,0
644.0426270961761,1
644.543762922287,0
645.0448842048645,1
645.5460085868835,0
646.04714012146,1
646.5482494831085,0
647.0493876934052,1
647.5505230426788,0
648.0516631603241,1
648.5527906417847,0
649.0539393424988,1
649.55508685112,0
650.0562100410461,1
650.5573410987854,0
651.0584564208984,1
651.5595800876617,0
652.0607132911682,1
652.5618228912354,0
653.0629417896271,1
653.564079284668,0
654.0652208328247,1
654.5663475990295,0
655.0674817562103,1
655.5686078071594,0
656.0697429180145,1
656.5708837509155,0
657.072015285492,1
657.5731399059296,0
658.0743641853333,1
658.575493812561,0
659.0766146183014,1
659.5777542591095,0
660.0788805484772,1
660.5800104141235,0
661.0811569690704,1
661.5822861194611,0
662.0834269523621,1
662.5846407413483,0
663.0857698917389,1
663.5869140625,0
664.0880401134491,1
664.5891547203064,0
665.0902738571167,1
665.5914123058319,0
666.0925304889679,1
666.5936644077301,0
667.0948603153229,1
667.5959606170654,0
668.097090959549,1
668.5982258319855,0
669.0993485450745,1
669.600476026535,0
670.1016180515289,1
670.6027257442474,0
671.103856086731,1
671.6049966812134,0
672.106109380722,1
672.6072292327881,0
673.1083672046661,1
673.6094856262207,0
674.110625743866,1
674.611754655838,0
675.1128780841827,1
675.614018201828,0
676.1151456832886,1
676.6158230304718,0
677.1169488430023,1
677.6180760860443,0
678.1191945075989,1
678.6203298568726,0
679.1214706897736,1
679.6225850582123,0
680.1237692832947,1
680.6249010562897,0
681.1260244846344,1
681.6271424293518,0
682.1282756328583,1
682.6293783187866,0
683.1305048465729,1
683.6316330432892,0
684.1327469348907,1
684.6338686943054,0
685.1350176334381,1
685.6361353397369,0
686.137259721756,1
686.6383891105652,0
687.1395380496979,1
687.6406655311584,0
688.141802072525,1
688.6429302692413,0
689.1440613269806,1
689.6451888084412,0
690.1463162899017,1
690.6474316120148,0
691.1485614776611,1
691.649671792984,0
692.1508042812347,1
692.651935338974,0
693.1530594825745,1
693.6538298130035,0
694.1549663543701,1
694.6560785770416,0
695.1571958065033,1
695.6583070755005,0
696.1594307422638,1
696.6605596542358,0
697.1616847515106,1
697.6628136634827,0
698.1638145446777,1
698.6649520397186,0
699.1660757064819,1
699.6672115325928,0
700.1683535575867,1
700.6694777011871,0
701.170613527298,1
701.6717343330383,0
702.1729032993317,1
702.6740393638611,0
703.175172328949,1
703.6762907505035,0
704.1774218082428,1
704.6785669326782,0
705.1796908378601,1
705.6808075904846,0
706.1819396018982,1
