iteration,time,result
0,0.0014104843139648438,0
1,0.002283334732055664,1
2,0.002979755401611328,4
3,0.0036025047302246094,9
4,0.004352569580078125,16
5,0.005067586898803711,25
6,0.0057256221771240234,36
7,0.006316423416137695,49
8,0.006844758987426758,64
9,0.007387399673461914,81
10,0.007960081100463867,100
11,0.00853586196899414,121
12,0.009076356887817383,144
13,0.00968170166015625,169
14,0.010364770889282227,196
15,0.01116323471069336,225
16,0.011908531188964844,256
17,0.012705326080322266,289
18,0.013387203216552734,324
19,0.014055728912353516,361
20,0.014734983444213867,400
21,0.0154876708984375,441
22,0.016263961791992188,484
23,0.016914844512939453,529
24,0.0175015926361084,576
25,0.018033742904663086,625
26,0.018560409545898438,676
27,0.01909780502319336,729
28,0.019652128219604492,784
29,0.020189285278320312,841
30,0.02097320556640625,900
31,0.021636962890625,961
32,0.022214651107788086,1024
33,0.02277088165283203,1089
34,0.02335381507873535,1156
35,0.023888111114501953,1225
36,0.02441692352294922,1296
37,0.02495884895324707,1369
38,0.025496482849121094,1444
39,0.026026010513305664,1521
40,0.026551008224487305,1600
41,0.027092933654785156,1681
42,0.02762746810913086,1764
43,0.02815413475036621,1849
44,0.02867865562438965,1936
45,0.02921319007873535,2025
46,0.029742002487182617,2116
47,0.030345439910888672,2209
48,0.031111955642700195,2304
49,0.03178095817565918,2401
50,0.03237795829772949,2500
51,0.03293800354003906,2601
52,0.03357243537902832,2704
53,0.03419947624206543,2809
54,0.03480863571166992,2916
55,0.03536796569824219,3025
56,0.03590083122253418,3136
57,0.03642845153808594,3249
58,0.036959171295166016,3364
59,0.03749442100524902,3481
60,0.0381007194519043,3600
61,0.03870964050292969,3721
62,0.039318084716796875,3844
63,0.039894819259643555,3969
64,0.04065394401550293,4096
65,0.04145622253417969,4225
66,0.04220390319824219,4356
67,0.04283761978149414,4489
68,0.04339170455932617,4624
69,0.04392051696777344,4761
70,0.04444479942321777,4900
71,0.04497885704040527,5041
72,0.04551219940185547,5184
73,0.046082258224487305,5329
74,0.046762943267822266,5476
75,0.04747605323791504,5625
76,0.04822731018066406,5776
77,0.04894876480102539,5929
78,0.04963517189025879,6084
79,0.050420284271240234,6241
80,0.05134320259094238,6400
81,0.052120208740234375,6561
82,0.05288219451904297,6724
83,0.053511619567871094,6889
84,0.05408048629760742,7056
85,0.05471086502075195,7225
86,0.0553889274597168,7396
87,0.056154727935791016,7569
88,0.056807518005371094,7744
89,0.057381391525268555,7921
90,0.05791783332824707,8100
91,0.05844473838806152,8281
92,0.058976173400878906,8464
93,0.059529781341552734,8649
94,0.06005978584289551,8836
95,0.06077170372009277,9025
96,0.06148052215576172,9216
97,0.062073469161987305,9409
98,0.06260991096496582,9604
99,0.06315851211547852,9801
100,0.06369161605834961,10000
101,0.06432652473449707,10201
102,0.06494784355163574,10404
103,0.06993412971496582,10609
104,0.07091331481933594,10816
105,0.0716090202331543,11025
106,0.07229042053222656,11236
107,0.07305312156677246,11449
108,0.07416081428527832,11664
109,0.07523751258850098,11881
110,0.0762474536895752,12100
111,0.07712101936340332,12321
112,0.07799077033996582,12544
113,0.07877373695373535,12769
114,0.07955360412597656,12996
115,0.080596923828125,13225
116,0.08164191246032715,13456
117,0.08272051811218262,13689
118,0.08372807502746582,13924
119,0.08477520942687988,14161
120,0.08559513092041016,14400
121,0.0863344669342041,14641
122,0.08708786964416504,14884
123,0.08799457550048828,15129
124,0.0890038013458252,15376
125,0.08998322486877441,15625
126,0.09110522270202637,15876
127,0.0919954776763916,16129
128,0.09313035011291504,16384
129,0.09398269653320312,16641
130,0.09490823745727539,16900
131,0.09569382667541504,17161
132,0.09638404846191406,17424
133,0.09702563285827637,17689
134,0.09758639335632324,17956
135,0.09811639785766602,18225
136,0.09864401817321777,18496
137,0.09920001029968262,18769
138,0.09995722770690918,19044
139,0.10084748268127441,19321
140,0.10195374488830566,19600
141,0.10276436805725098,19881
142,0.10346531867980957,20164
143,0.10414481163024902,20449
144,0.10493016242980957,20736
145,0.10559272766113281,21025
146,0.10615944862365723,21316
147,0.10669636726379395,21609
148,0.1072237491607666,21904
149,0.10778117179870605,22201
150,0.10831761360168457,22500
151,0.10884499549865723,22801
152,0.10937166213989258,23104
153,0.10995745658874512,23409
154,0.11062335968017578,23716
155,0.11132025718688965,24025
156,0.11199712753295898,24336
157,0.1125636100769043,24649
158,0.11309146881103516,24964
159,0.11361837387084961,25281
160,0.11438488960266113,25600
161,0.11506128311157227,25921
162,0.11562633514404297,26244
163,0.1161947250366211,26569
164,0.11673617362976074,26896
165,0.1172630786895752,27225
166,0.11778736114501953,27556
167,0.11919164657592773,27889
168,0.11983847618103027,28224
169,0.12050151824951172,28561
170,0.12134313583374023,28900
171,0.1219637393951416,29241
172,0.1226654052734375,29584
173,0.12338376045227051,29929
174,0.12400937080383301,30276
175,0.12461495399475098,30625
176,0.12522530555725098,30976
177,0.12580442428588867,31329
178,0.12634563446044922,31684
179,0.12687349319458008,32041
180,0.12739992141723633,32400
181,0.1279613971710205,32761
182,0.1284940242767334,33124
183,0.12901663780212402,33489
184,0.12954258918762207,33856
185,0.13012909889221191,34225
186,0.13078999519348145,34596
187,0.13133883476257324,34969
188,0.1318988800048828,35344
189,0.13263225555419922,35721
190,0.1332387924194336,36100
191,0.1337728500366211,36481
192,0.1343693733215332,36864
193,0.13490772247314453,37249
194,0.13543295860290527,37636
195,0.13595843315124512,38025
196,0.13652491569519043,38416
197,0.1370539665222168,38809
198,0.13757753372192383,39204
199,0.13812828063964844,39601
200,0.13869214057922363,40000
201,0.13922333717346191,40401
202,0.13974976539611816,40804
203,0.14034247398376465,41209
204,0.14092755317687988,41616
205,0.1414649486541748,42025
206,0.14199256896972656,42436
207,0.14256930351257324,42849
208,0.1431121826171875,43264
209,0.14364004135131836,43681
210,0.1441659927368164,44100
211,0.14472222328186035,44521
212,0.1452617645263672,44944
213,0.14578723907470703,45369
214,0.14644432067871094,45796
215,0.14735865592956543,46225
216,0.14829373359680176,46656
217,0.14920997619628906,47089
218,0.14996790885925293,47524
219,0.1508324146270752,47961
220,0.15152454376220703,48400
221,0.15214276313781738,48841
222,0.15280747413635254,49284
223,0.1533823013305664,49729
224,0.15391182899475098,50176
225,0.15443992614746094,50625
226,0.1550283432006836,51076
227,0.1555614471435547,51529
228,0.15628457069396973,51984
229,0.15691256523132324,52441
230,0.1575450897216797,52900
231,0.15827250480651855,53361
232,0.15917134284973145,53824
233,0.15984392166137695,54289
234,0.1607506275177002,54756
235,0.16149401664733887,55225
236,0.16221046447753906,55696
